time_ist,lat,lon,heading_deg,flow_sensor,flow_rate_ml_min,spray_motor_rpm,status
2026-07-09 11:21:28.000,13.0786664,77.8710872,1.7,239,2653.00,2938,spraying normal
2026-07-09 11:21:29.000,13.0786663,77.8711151,90.3,0,0.00,30,transit
2026-07-09 11:21:30.000,13.0786676,77.8711345,85.9,0,0.00,30,transit
2026-07-09 11:21:31.000,13.0786403,77.8711362,176.6,245,2720.00,2997,spraying normal
2026-07-09 11:21:32.000,13.0786164,77.8711348,183.2,249,2764.00,3051,spraying normal
2026-07-09 11:21:33.000,13.0785873,77.8711342,181.1,243,2697.00,3250,spraying normal
2026-07-09 11:21:34.000,13.0785612,77.8711351,178.1,243,2697.00,3006,spraying normal
2026-07-09 11:21:35.000,13.0785322,77.8711328,184.5,247,2742.00,2771,spraying normal
2026-07-09 11:21:36.000,13.0785059,77.8711346,176.1,245,2720.00,3065,spraying normal
2026-07-09 11:21:37.000,13.0784794,77.8711347,179.8,241,2675.00,3200,spraying normal
2026-07-09 11:21:38.000,13.0784528,77.8711360,177.3,245,2720.00,2875,spraying normal
2026-07-09 11:21:39.000,13.0784229,77.8711350,181.8,250,2775.00,3023,spraying normal
2026-07-09 11:21:40.000,13.0783982,77.8711339,182.3,235,2608.00,2958,spraying normal
2026-07-09 11:21:41.000,13.0783706,77.8711349,178.1,233,2586.00,3041,spraying normal
2026-07-09 11:21:42.000,13.0783441,77.8711329,184.2,236,2620.00,3131,spraying normal
2026-07-09 11:21:43.000,13.0783178,77.8711358,173.8,236,2620.00,3043,spraying normal
2026-07-09 11:21:44.000,13.0782899,77.8711379,175.9,243,2697.00,3142,spraying normal
2026-07-09 11:21:45.000,13.0782618,77.8711364,183.0,249,2764.00,2984,spraying normal
2026-07-09 11:21:46.000,13.0782386,77.8711360,180.9,250,2775.00,2753,spraying normal
2026-07-09 11:21:47.000,13.0782126,77.8711345,183.2,236,2620.00,3050,spraying normal
2026-07-09 11:21:48.000,13.0781835,77.8711354,178.2,247,2742.00,3080,spraying normal
2026-07-09 11:21:49.000,13.0781572,77.8711343,182.4,249,2764.00,2885,spraying normal
2026-07-09 11:21:50.000,13.0781304,77.8711338,181.0,247,2742.00,2873,spraying normal
2026-07-09 11:21:51.000,13.0781018,77.8711365,174.7,244,2708.00,3027,spraying normal
2026-07-09 11:21:52.000,13.0780732,77.8711348,183.2,240,2664.00,2873,spraying normal
2026-07-09 11:21:53.000,13.0780488,77.8711356,178.3,247,2742.00,3141,spraying normal
2026-07-09 11:21:54.000,13.0780228,77.8711352,180.9,239,2653.00,2906,spraying normal
2026-07-09 11:21:55.000,13.0779940,77.8711358,178.8,245,2720.00,2842,spraying normal
2026-07-09 11:21:56.000,13.0779683,77.8711337,184.5,230,2553.00,2935,spraying normal
2026-07-09 11:21:57.000,13.0779403,77.8711367,174.1,234,2597.00,2823,spraying normal
2026-07-09 11:21:58.000,13.0779416,77.8711596,86.5,0,0.00,20,transit
2026-07-09 11:21:59.000,13.0779394,77.8711812,96.0,0,0.00,17,transit
2026-07-09 11:22:00.000,13.0779667,77.8711816,0.8,236,2620.00,3208,spraying normal
2026-07-09 11:22:01.000,13.0779960,77.8711812,359.3,245,2720.00,2808,spraying normal
2026-07-09 11:22:02.000,13.0780240,77.8711821,1.8,244,2708.00,2824,spraying normal
2026-07-09 11:22:03.000,13.0780512,77.8711830,2.0,237,2631.00,3109,spraying normal
2026-07-09 11:22:04.000,13.0780780,77.8711822,358.2,249,2764.00,2813,spraying normal
2026-07-09 11:22:05.000,13.0781069,77.8711797,355.3,233,2586.00,3029,spraying normal
2026-07-09 11:22:06.000,13.0781338,77.8711807,2.0,248,2753.00,2928,spraying normal
2026-07-09 11:22:07.000,13.0781621,77.8711789,356.4,235,2608.00,2953,spraying normal
2026-07-09 11:22:08.000,13.0781898,77.8711799,2.0,242,2686.00,3047,spraying normal
2026-07-09 11:22:09.000,13.0782170,77.8711817,3.5,245,2720.00,3147,spraying normal
2026-07-09 11:22:10.000,13.0782429,77.8711786,353.3,234,2597.00,3082,spraying normal
2026-07-09 11:22:11.000,13.0782700,77.8711809,4.7,244,2708.00,2750,spraying normal
2026-07-09 11:22:12.000,13.0782992,77.8711795,357.5,242,2686.00,2983,spraying normal
2026-07-09 11:22:13.000,13.0783269,77.8711822,5.3,20,222.00,3070,spraying normal
2026-07-09 11:22:14.000,13.0782890,77.8711632,206.0,232,2575.00,2917,RTL due to payload tank empty
2026-07-09 11:22:15.000,13.0782482,77.8711487,199.0,247,2742.00,2998,RTL due to payload tank empty
2026-07-09 11:22:16.000,13.0782078,77.8711293,205.0,240,2664.00,2894,RTL due to payload tank empty
2026-07-09 11:22:17.000,13.0781682,77.8711105,204.8,237,2631.00,3140,RTL due to payload tank empty
2026-07-09 11:22:18.000,13.0781251,77.8710926,202.1,235,2608.00,2990,RTL due to payload tank empty
2026-07-09 11:22:19.000,13.0780884,77.8710733,207.1,245,2720.00,2977,RTL due to payload tank empty
2026-07-09 11:22:20.000,13.0780487,77.8710630,194.1,239,2653.00,2944,RTL due to payload tank empty
2026-07-09 11:22:21.000,13.0780101,77.8710447,204.8,246,2731.00,3073,RTL due to payload tank empty
2026-07-09 11:22:22.000,13.0779721,77.8710264,205.2,250,2775.00,3081,RTL due to payload tank empty
2026-07-09 11:22:23.000,13.0779273,77.8710071,202.7,235,2608.00,3005,RTL due to payload tank empty
2026-07-09 11:22:24.000,13.0778925,77.8709907,204.6,242,2686.00,2896,RTL due to payload tank empty
2026-07-09 11:22:25.000,13.0778505,77.8709718,203.7,243,2697.00,3036,RTL due to payload tank empty
2026-07-09 11:22:26.000,13.0778493,77.8709743,115.7,0,0.00,0,landed
2026-07-09 11:22:27.000,13.0778504,77.8709724,300.3,0,0.00,0,landed
2026-07-09 11:22:28.000,13.0778513,77.8709731,40.7,0,0.00,0,landed
2026-07-09 11:22:29.000,13.0778522,77.8709743,51.2,0,0.00,0,landed
2026-07-09 11:22:30.000,13.0778504,77.8709744,174.7,0,0.00,0,landed
2026-07-09 11:22:31.000,13.0778517,77.8709730,311.8,0,0.00,0,landed
2026-07-09 11:22:32.000,13.0778506,77.8709728,187.1,0,0.00,0,landed
2026-07-09 11:22:33.000,13.0778501,77.8709752,101.8,0,0.00,0,landed
2026-07-09 11:22:34.000,13.0778496,77.8709737,252.1,0,0.00,0,landed
2026-07-09 11:22:35.000,13.0778511,77.8709734,348.0,0,0.00,0,landed
2026-07-09 11:22:36.000,13.0778504,77.8709726,227.2,0,0.00,0,landed
2026-07-09 11:22:37.000,13.0778505,77.8709737,86.4,0,0.00,0,landed
2026-07-09 11:22:38.000,13.0778522,77.8709745,23.5,0,0.00,0,landed
2026-07-09 11:22:39.000,13.0778515,77.8709720,253.0,0,0.00,0,landed
2026-07-09 11:22:40.000,13.0778507,77.8709747,106.4,0,0.00,0,landed
2026-07-09 11:22:41.000,13.0778502,77.8709736,245.2,0,0.00,0,landed
2026-07-09 11:22:42.000,13.0778504,77.8709741,63.5,0,0.00,0,landed
2026-07-09 11:22:43.000,13.0778530,77.8709731,339.3,0,0.00,0,landed
2026-07-09 11:22:44.000,13.0778513,77.8709743,146.0,0,0.00,0,landed
2026-07-09 11:22:45.000,13.0778505,77.8709752,130.0,0,0.00,0,landed
2026-07-09 11:22:46.000,13.0778500,77.8709742,246.1,0,0.00,0,landed
2026-07-09 11:22:47.000,13.0778503,77.8709751,75.3,0,0.00,0,landed
2026-07-09 11:22:48.000,13.0778506,77.8709744,295.8,0,0.00,0,landed
2026-07-09 11:22:49.000,13.0778503,77.8709737,246.0,0,0.00,0,landed
2026-07-09 11:22:50.000,13.0778503,77.8709725,268.5,0,0.00,0,landed
2026-07-09 11:22:51.000,13.0778523,77.8709737,29.0,0,0.00,0,landed
2026-07-09 11:22:52.000,13.0778506,77.8709737,177.8,0,0.00,0,landed
2026-07-09 11:22:53.000,13.0778501,77.8709749,113.7,0,0.00,0,landed
2026-07-09 11:22:54.000,13.0778514,77.8709739,324.2,0,0.00,0,landed
2026-07-09 11:22:55.000,13.0778496,77.8709743,167.4,0,0.00,0,landed
2026-07-09 11:22:56.000,13.0778516,77.8709730,326.2,0,0.00,0,landed
2026-07-09 11:22:57.000,13.0778514,77.8709743,96.2,0,0.00,0,landed
2026-07-09 11:22:58.000,13.0778500,77.8709729,224.7,0,0.00,0,landed
2026-07-09 11:22:59.000,13.0778511,77.8709755,66.2,0,0.00,0,landed
2026-07-09 11:23:00.000,13.0778507,77.8709743,251.4,0,0.00,0,landed
2026-07-09 11:23:01.000,13.0778512,77.8709747,39.7,0,0.00,0,landed
2026-07-09 11:23:02.000,13.0778523,77.8709747,0.1,0,0.00,0,landed
2026-07-09 11:23:03.000,13.0778520,77.8709742,240.0,0,0.00,0,landed
2026-07-09 11:23:04.000,13.0778505,77.8709737,198.0,0,0.00,0,landed
2026-07-09 11:23:05.000,13.0778499,77.8709732,215.4,0,0.00,0,landed
2026-07-09 11:23:06.000,13.0778496,77.8709726,251.2,0,0.00,0,landed
2026-07-09 11:23:07.000,13.0778497,77.8709738,87.9,0,0.00,0,landed
2026-07-09 11:23:08.000,13.0778510,77.8709727,321.1,0,0.00,0,landed
2026-07-09 11:23:09.000,13.0778516,77.8709734,50.7,0,0.00,0,landed
2026-07-09 11:23:10.000,13.0778512,77.8709736,146.4,0,0.00,0,landed
2026-07-09 11:23:11.000,13.0778504,77.8709732,208.3,0,0.00,0,landed
2026-07-09 11:23:12.000,13.0778520,77.8709737,17.4,0,0.00,0,landed
2026-07-09 11:23:13.000,13.0778514,77.8709747,120.3,0,0.00,0,landed
2026-07-09 11:23:14.000,13.0778515,77.8709737,274.7,0,0.00,0,landed
2026-07-09 11:23:15.000,13.0778518,77.8709742,53.3,0,0.00,0,landed
2026-07-09 11:23:16.000,13.0778514,77.8709755,107.7,0,0.00,0,landed
2026-07-09 11:23:17.000,13.0778513,77.8709740,264.3,0,0.00,0,landed
2026-07-09 11:23:18.000,13.0778508,77.8709743,148.7,0,0.00,0,landed
2026-07-09 11:23:19.000,13.0778512,77.8709740,324.3,0,0.00,0,landed
2026-07-09 11:23:20.000,13.0778504,77.8709728,233.5,0,0.00,0,landed
2026-07-09 11:23:21.000,13.0778509,77.8709744,70.1,0,0.00,0,landed
2026-07-09 11:23:22.000,13.0778508,77.8709728,264.7,0,0.00,0,landed
2026-07-09 11:23:23.000,13.0778515,77.8709730,15.6,0,0.00,0,landed
2026-07-09 11:23:24.000,13.0778503,77.8709752,118.6,0,0.00,0,landed
2026-07-09 11:23:25.000,13.0778510,77.8709738,296.2,0,0.00,0,landed
2026-07-09 11:23:26.000,13.0778508,77.8709737,296.2,0,0.00,0,takeoff
2026-07-09 11:23:27.000,13.0778925,77.8709904,21.3,0,0.00,0,transit
2026-07-09 11:23:28.000,13.0779303,77.8710104,27.3,0,0.00,0,transit
2026-07-09 11:23:29.000,13.0779696,77.8710252,20.1,0,0.00,0,transit
2026-07-09 11:23:30.000,13.0780082,77.8710436,24.9,0,0.00,0,transit
2026-07-09 11:23:31.000,13.0780486,77.8710616,23.5,0,0.00,0,transit
2026-07-09 11:23:32.000,13.0780881,77.8710766,20.4,0,0.00,0,transit
2026-07-09 11:23:33.000,13.0781265,77.8710952,25.2,0,0.00,0,transit
2026-07-09 11:23:34.000,13.0781690,77.8711127,22.0,0,0.00,0,transit
2026-07-09 11:23:35.000,13.0782080,77.8711313,24.8,0,0.00,0,transit
2026-07-09 11:23:36.000,13.0782488,77.8711468,20.2,0,0.00,0,transit
2026-07-09 11:23:37.000,13.0782862,77.8711638,23.9,0,0.00,0,transit
2026-07-09 11:23:38.000,13.0783280,77.8711810,21.8,0,0.00,0,transit
2026-07-09 11:23:39.000,13.0783524,77.8711822,2.8,235,2608.00,3142,spraying normal
2026-07-09 11:23:40.000,13.0783767,77.8711815,358.3,249,2764.00,2937,spraying normal
2026-07-09 11:23:41.000,13.0784052,77.8711819,0.9,233,2586.00,3121,spraying normal
2026-07-09 11:23:42.000,13.0784339,77.8711817,359.6,244,2708.00,2816,spraying normal
2026-07-09 11:23:43.000,13.0784574,77.8711823,1.3,234,2597.00,2921,spraying normal
2026-07-09 11:23:44.000,13.0784842,77.8711809,357.1,231,2564.00,3181,spraying normal
2026-07-09 11:23:45.000,13.0785082,77.8711820,2.6,242,2686.00,3126,spraying normal
2026-07-09 11:23:46.000,13.0785365,77.8711827,1.4,250,2775.00,2932,spraying normal
2026-07-09 11:23:47.000,13.0785643,77.8711797,353.9,239,2653.00,3046,spraying normal
2026-07-09 11:23:48.000,13.0785892,77.8711822,5.6,235,2608.00,3042,spraying normal
2026-07-09 11:23:49.000,13.0786159,77.8711812,357.9,237,2631.00,2979,spraying normal
2026-07-09 11:23:50.000,13.0786410,77.8711815,0.7,249,2764.00,3205,spraying normal
2026-07-09 11:23:51.000,13.0786665,77.8711817,0.4,245,2720.00,2937,spraying normal
2026-07-09 11:23:52.000,13.0786685,77.8712049,85.1,0,0.00,16,transit
2026-07-09 11:23:53.000,13.0786681,77.8712292,90.8,0,0.00,34,transit
2026-07-09 11:23:54.000,13.0786412,77.8712263,186.0,241,2675.00,3031,spraying normal
2026-07-09 11:23:55.000,13.0786139,77.8712278,176.9,245,2720.00,2975,spraying normal
2026-07-09 11:23:56.000,13.0785874,77.8712288,177.9,248,2753.00,2800,spraying normal
2026-07-09 11:23:57.000,13.0785597,77.8712271,183.4,244,2708.00,3155,spraying normal
2026-07-09 11:23:58.000,13.0785301,77.8712265,181.1,240,2664.00,3137,spraying normal
2026-07-09 11:23:59.000,13.0785059,77.8712277,177.1,244,2708.00,2834,spraying normal
2026-07-09 11:24:00.000,13.0784777,77.8712278,179.8,240,2664.00,3054,spraying normal
2026-07-09 11:24:01.000,13.0784506,77.8712280,179.6,231,2564.00,3186,spraying normal
2026-07-09 11:24:02.000,13.0784234,77.8712274,181.3,237,2631.00,3064,spraying normal
2026-07-09 11:24:03.000,13.0783979,77.8712304,173.4,230,2553.00,3044,spraying normal
2026-07-09 11:24:04.000,13.0783712,77.8712268,187.5,250,2775.00,3153,spraying normal
2026-07-09 11:24:05.000,13.0783446,77.8712268,180.0,249,2764.00,2967,spraying normal
2026-07-09 11:24:06.000,13.0783171,77.8712263,180.9,237,2631.00,3126,spraying normal
2026-07-09 11:24:07.000,13.0782910,77.8712292,173.9,246,2731.00,3116,spraying normal
2026-07-09 11:24:08.000,13.0782634,77.8712305,177.4,238,2642.00,2959,spraying normal
2026-07-09 11:24:09.000,13.0782368,77.8712280,185.2,239,2653.00,2977,spraying normal
2026-07-09 11:24:10.000,13.0782100,77.8712282,179.5,234,2597.00,2876,spraying normal
2026-07-09 11:24:11.000,13.0781840,77.8712277,180.9,248,2753.00,2967,spraying normal
2026-07-09 11:24:12.000,13.0781590,77.8712273,181.0,232,2575.00,2924,spraying normal
2026-07-09 11:24:13.000,13.0781288,77.8712284,177.9,250,2775.00,2794,spraying normal
2026-07-09 11:24:14.000,13.0781014,77.8712281,180.6,249,2764.00,3041,spraying normal
2026-07-09 11:24:15.000,13.0780727,77.8712245,186.9,250,2775.00,2923,spraying normal
2026-07-09 11:24:16.000,13.0780485,77.8712274,173.4,249,2764.00,3016,spraying normal
2026-07-09 11:24:17.000,13.0780222,77.8712295,175.5,236,2620.00,2990,spraying normal
2026-07-09 11:24:18.000,13.0779941,77.8712277,183.6,245,2720.00,3054,spraying normal
2026-07-09 11:24:19.000,13.0779662,77.8712286,178.2,235,2608.00,3105,spraying normal
2026-07-09 11:24:20.000,13.0779401,77.8712278,181.7,244,2708.00,2947,spraying normal
2026-07-09 11:24:21.000,13.0779403,77.8712282,69.7,0,0.00,5,transit
2026-07-09 11:24:22.000,13.0779398,77.8712269,250.5,230,2553.00,1,transit
2026-07-09 11:24:23.000,13.0779411,77.8712280,40.8,232,2575.00,3083,RTL due to payload tank empty
2026-07-09 11:24:24.000,13.0779243,77.8711859,247.8,246,2731.00,2955,RTL due to payload tank empty
2026-07-09 11:24:25.000,13.0779091,77.8711438,249.6,230,2553.00,2864,RTL due to payload tank empty
2026-07-09 11:24:26.000,13.0778944,77.8711001,250.9,230,2553.00,3203,RTL due to payload tank empty
2026-07-09 11:24:27.000,13.0778799,77.8710580,250.6,236,2620.00,2988,RTL due to payload tank empty
2026-07-09 11:24:28.000,13.0778646,77.8710183,248.4,247,2742.00,3049,RTL due to payload tank empty
2026-07-09 11:24:29.000,13.0778483,77.8709789,247.1,233,2586.00,2954,RTL due to payload tank empty
2026-07-09 11:24:30.000,13.0778500,77.8709739,288.6,0,0.00,0,landed
2026-07-09 11:24:31.000,13.0778507,77.8709728,302.3,0,0.00,0,landed
2026-07-09 11:24:32.000,13.0778506,77.8709740,92.0,0,0.00,0,landed
2026-07-09 11:24:33.000,13.0778510,77.8709732,297.8,0,0.00,0,landed
2026-07-09 11:24:34.000,13.0778503,77.8709737,148.5,0,0.00,0,landed
2026-07-09 11:24:35.000,13.0778502,77.8709744,98.9,0,0.00,0,landed
2026-07-09 11:24:36.000,13.0778513,77.8709733,315.7,0,0.00,0,landed
2026-07-09 11:24:37.000,13.0778518,77.8709743,62.6,0,0.00,0,landed
2026-07-09 11:24:38.000,13.0778506,77.8709728,231.0,0,0.00,0,landed
2026-07-09 11:24:39.000,13.0778513,77.8709735,46.4,0,0.00,0,landed
2026-07-09 11:24:40.000,13.0778513,77.8709727,269.7,0,0.00,0,landed
2026-07-09 11:24:41.000,13.0778499,77.8709735,150.6,0,0.00,0,landed
2026-07-09 11:24:42.000,13.0778518,77.8709732,349.1,0,0.00,0,landed
2026-07-09 11:24:43.000,13.0778504,77.8709730,185.5,0,0.00,0,landed
2026-07-09 11:24:44.000,13.0778499,77.8709737,124.9,0,0.00,0,landed
2026-07-09 11:24:45.000,13.0778502,77.8709731,297.0,0,0.00,0,landed
2026-07-09 11:24:46.000,13.0778492,77.8709742,134.6,0,0.00,0,landed
2026-07-09 11:24:47.000,13.0778512,77.8709731,332.8,0,0.00,0,landed
2026-07-09 11:24:48.000,13.0778513,77.8709743,82.5,0,0.00,0,landed
2026-07-09 11:24:49.000,13.0778499,77.8709756,140.3,0,0.00,0,landed
2026-07-09 11:24:50.000,13.0778508,77.8709724,287.0,0,0.00,0,landed
2026-07-09 11:24:51.000,13.0778514,77.8709735,61.8,0,0.00,0,landed
2026-07-09 11:24:52.000,13.0778510,77.8709751,103.7,0,0.00,0,landed
2026-07-09 11:24:53.000,13.0778504,77.8709732,251.2,0,0.00,0,landed
2026-07-09 11:24:54.000,13.0778509,77.8709748,71.6,0,0.00,0,landed
2026-07-09 11:24:55.000,13.0778495,77.8709741,206.7,0,0.00,0,landed
2026-07-09 11:24:56.000,13.0778496,77.8709738,290.2,0,0.00,0,landed
2026-07-09 11:24:57.000,13.0778493,77.8709738,173.1,0,0.00,0,landed
2026-07-09 11:24:58.000,13.0778502,77.8709746,40.6,0,0.00,0,landed
2026-07-09 11:24:59.000,13.0778505,77.8709742,302.2,0,0.00,0,landed
